term,freq,source,length,is_onechar,is_english,is_number,is_special,is_punctuation
uv,347,both,2,False,True,False,False,False
上色,346,both,2,False,False,False,False,False
精準,346,both,2,False,False,False,False,False
出貨日,346,both,3,False,False,False,False,False
玩具,345,both,2,False,False,False,False,False
蜂蜜,344,both,2,False,False,False,False,False
功效,344,both,2,False,False,False,False,False
心機,344,both,2,False,False,False,False,False
活動,344,both,2,False,False,False,False,False
調,343,both,1,True,False,False,False,False
分,343,both,1,True,False,False,False,False
眼影,342,both,2,False,False,False,False,False
溫柔,342,both,2,False,False,False,False,False
國際,342,both,2,False,False,False,False,False
年輕,341,both,2,False,False,False,False,False
蒸氣,341,both,2,False,False,False,False,False
牙膏,340,both,2,False,False,False,False,False
酥脆,340,both,2,False,False,False,False,False
有感,339,both,2,False,False,False,False,False
高貴,336,both,2,False,False,False,False,False
食品,335,both,2,False,False,False,False,False
世界,335,both,2,False,False,False,False,False
純,334,both,1,True,False,False,False,False
單筆,333,both,2,False,False,False,False,False
細紋,333,both,2,False,False,False,False,False
穩固,332,both,2,False,False,False,False,False
穿搭,332,both,2,False,False,False,False,False
黑色,331,both,2,False,False,False,False,False
心情,330,both,2,False,False,False,False,False
食物,330,both,2,False,False,False,False,False
超細,330,both,2,False,False,False,False,False
搭,330,both,1,True,False,False,False,False
旅行,330,both,2,False,False,False,False,False
細膩,329,both,2,False,False,False,False,False
樂品,329,both,2,False,False,False,False,False
一口,329,both,2,False,False,False,False,False
超強,328,both,2,False,False,False,False,False
乾澀,328,both,2,False,False,False,False,False
拼圖,328,both,2,False,False,False,False,False
繽紛,327,both,2,False,False,False,False,False
耳,327,both,1,True,False,False,False,False
傳統,327,both,2,False,False,False,False,False
非,327,both,1,True,False,False,False,False
貼紙,327,both,2,False,False,False,False,False
一體,327,both,2,False,False,False,False,False
殘留,326,both,2,False,False,False,False,False
迷人,326,both,2,False,False,False,False,False
外出,326,both,2,False,False,False,False,False
皮脂,326,both,2,False,False,False,False,False
裡,325,both,1,True,False,False,False,False
全程,325,both,2,False,False,False,False,False
多重,324,both,2,False,False,False,False,False
霧面,323,both,2,False,False,False,False,False
℃,322,both,1,True,False,False,True,False
絲滑,322,both,2,False,False,False,False,False
卸妝,322,both,2,False,False,False,False,False
抑菌,321,both,2,False,False,False,False,False
口腔,321,both,2,False,False,False,False,False
魅力,320,both,2,False,False,False,False,False
屏障,319,both,2,False,False,False,False,False
萊雅,319,both,2,False,False,False,False,False
破盤,319,both,2,False,False,False,False,False
化妝水,318,both,3,False,False,False,False,False
日式,318,both,2,False,False,False,False,False
加上,318,both,2,False,False,False,False,False
臉,318,both,1,True,False,False,False,False
充滿,318,both,2,False,False,False,False,False
輕量,318,both,2,False,False,False,False,False
ph,318,both,2,False,True,False,False,False
多功能,318,both,3,False,False,False,False,False
醫療,317,both,2,False,False,False,False,False
ladoore,316,both,7,False,True,False,False,False
輸入,316,both,2,False,False,False,False,False
剪裁,316,both,2,False,False,False,False,False
omory,316,both,5,False,True,False,False,False
肌底,316,both,2,False,False,False,False,False
新鮮,315,both,2,False,False,False,False,False
卸除,315,both,2,False,False,False,False,False
德國,314,both,2,False,False,False,False,False
衛生棉,314,both,3,False,False,False,False,False
止滑,313,both,2,False,False,False,False,False
壓力,313,both,2,False,False,False,False,False
毛巾,313,both,2,False,False,False,False,False
襪口,313,both,2,False,False,False,False,False
任何,312,both,2,False,False,False,False,False
純棉,311,both,2,False,False,False,False,False
加大,310,both,2,False,False,False,False,False
睫毛膏,309,both,3,False,False,False,False,False
原味,309,both,2,False,False,False,False,False
特色,309,both,2,False,False,False,False,False
真,309,both,1,True,False,False,False,False
身,308,both,1,True,False,False,False,False
熱銷,308,both,2,False,False,False,False,False
超值,307,both,2,False,False,False,False,False
上妝,306,both,2,False,False,False,False,False
規格,306,both,2,False,False,False,False,False
速乾,306,both,2,False,False,False,False,False
up,306,both,2,False,True,False,False,False
天絲,306,both,2,False,False,False,False,False
胜肽,305,both,2,False,False,False,False,False
旋轉,305,both,2,False,False,False,False,False
濕,304,both,1,True,False,False,False,False
起,304,both,1,True,False,False,False,False
開關,304,both,2,False,False,False,False,False
張,304,both,1,True,False,False,False,False
耳機,304,both,2,False,False,False,False,False
撫平,304,both,2,False,False,False,False,False
萃取物,304,both,3,False,False,False,False,False
生產,303,both,2,False,False,False,False,False
掛,303,both,1,True,False,False,False,False
染髮,302,both,2,False,False,False,False,False
代謝,302,both,2,False,False,False,False,False
耐熱,301,both,2,False,False,False,False,False
束,301,both,1,True,False,False,False,False
草莓,301,both,2,False,False,False,False,False
厚,300,both,1,True,False,False,False,False
均,299,both,1,True,False,False,False,False
釋放,299,both,2,False,False,False,False,False
配件,299,both,2,False,False,False,False,False
飽滿,297,both,2,False,False,False,False,False
>,297,both,1,True,False,False,True,False
開,297,both,1,True,False,False,False,False
陶瓷,297,both,2,False,False,False,False,False
積雪草,296,both,3,False,False,False,False,False
bb,296,both,2,False,True,False,False,False
正版,295,both,2,False,False,False,False,False
花香,294,both,2,False,False,False,False,False
用途,293,both,2,False,False,False,False,False
極致,293,both,2,False,False,False,False,False
明亮,293,both,2,False,False,False,False,False
大方,292,both,2,False,False,False,False,False
特別,292,both,2,False,False,False,False,False
研發,291,both,2,False,False,False,False,False
大小,290,both,2,False,False,False,False,False
智能,289,both,2,False,False,False,False,False
食用,289,both,2,False,False,False,False,False
去除,289,both,2,False,False,False,False,False
配合,289,both,2,False,False,False,False,False
洗衣,288,both,2,False,False,False,False,False
穿戴,288,both,2,False,False,False,False,False
味道,287,both,2,False,False,False,False,False
選用,287,both,2,False,False,False,False,False
彩妝,287,both,2,False,False,False,False,False
首選,286,both,2,False,False,False,False,False
深度,286,both,2,False,False,False,False,False
室,286,both,1,True,False,False,False,False
號,285,both,1,True,False,False,False,False
不用,285,both,2,False,False,False,False,False
集中,285,both,2,False,False,False,False,False
內含,284,both,2,False,False,False,False,False
握,284,both,1,True,False,False,False,False
過敏,283,both,2,False,False,False,False,False
杏仁,283,both,2,False,False,False,False,False
髮,283,both,1,True,False,False,False,False
致,282,both,1,True,False,False,False,False
除臭,282,both,2,False,False,False,False,False
巴黎,282,both,2,False,False,False,False,False
料理,282,both,2,False,False,False,False,False
濃密,282,both,2,False,False,False,False,False
創造,282,both,2,False,False,False,False,False
食品級,281,both,3,False,False,False,False,False
角度,281,both,2,False,False,False,False,False
l'adoore,281,both,8,False,False,False,False,False
濕巾,280,both,2,False,False,False,False,False
實用,280,both,2,False,False,False,False,False
隔離,280,both,2,False,False,False,False,False
老,279,both,1,True,False,False,False,False
老化,279,both,2,False,False,False,False,False
六,279,both,1,True,False,False,False,False
百,278,both,1,True,False,False,False,False
紫,278,both,1,True,False,False,False,False
所有,277,both,2,False,False,False,False,False
密封,277,both,2,False,False,False,False,False
段,277,both,1,True,False,False,False,False
軟,277,both,1,True,False,False,False,False
嬰兒,277,both,2,False,False,False,False,False
抑制,275,both,2,False,False,False,False,False
傳輸,275,both,2,False,False,False,False,False
傷,274,both,1,True,False,False,False,False
合格,274,both,2,False,False,False,False,False
淡化,274,both,2,False,False,False,False,False
依,274,both,1,True,False,False,False,False
歐洲,274,both,2,False,False,False,False,False
重,274,both,1,True,False,False,False,False
銀針,273,both,2,False,False,False,False,False
葡萄,273,both,2,False,False,False,False,False
產生,273,both,2,False,False,False,False,False
杯,273,both,1,True,False,False,False,False
穿著,272,both,2,False,False,False,False,False
顯示,272,both,2,False,False,False,False,False
化,272,both,1,True,False,False,False,False
化學,271,both,2,False,False,False,False,False
全球,271,both,2,False,False,False,False,False
按,271,both,1,True,False,False,False,False
書,270,both,1,True,False,False,False,False
°,270,both,1,True,False,False,True,False
臭,270,both,1,True,False,False,False,False
裝置,269,both,2,False,False,False,False,False
買,269,both,1,True,False,False,False,False
私密,268,both,2,False,False,False,False,False
內衣,268,both,2,False,False,False,False,False
貼心,268,both,2,False,False,False,False,False
休閒,268,both,2,False,False,False,False,False
以及,268,both,2,False,False,False,False,False
遮瑕,267,both,2,False,False,False,False,False
做,266,both,1,True,False,False,False,False
香精,266,both,2,False,False,False,False,False
用於,266,both,2,False,False,False,False,False
線條,266,both,2,False,False,False,False,False
e-books,265,both,7,False,False,False,False,False
耐磨,265,both,2,False,False,False,False,False
法式,265,both,2,False,False,False,False,False
蘇菲,265,both,2,False,False,False,False,False
這,265,both,1,True,False,False,False,False
有助於,265,both,3,False,False,False,False,False
訓練,264,both,2,False,False,False,False,False
花,264,both,1,True,False,False,False,False
meko,264,both,4,False,True,False,False,False
雙手,264,both,2,False,False,False,False,False
戶外,264,both,2,False,False,False,False,False
矽靈,264,both,2,False,False,False,False,False
控,264,both,1,True,False,False,False,False
美觀,264,both,2,False,False,False,False,False
加倍,264,both,2,False,False,False,False,False
軟糖,263,both,2,False,False,False,False,False
光,263,both,1,True,False,False,False,False
控制,263,both,2,False,False,False,False,False
恐龍,262,both,2,False,False,False,False,False
無瑕,262,both,2,False,False,False,False,False
方式,262,both,2,False,False,False,False,False
寶貝,262,both,2,False,False,False,False,False
手部,261,both,2,False,False,False,False,False
像,261,both,1,True,False,False,False,False
ex,261,both,2,False,True,False,False,False
兔,261,both,1,True,False,False,False,False
推薦,261,both,2,False,False,False,False,False
敏弱,261,both,2,False,False,False,False,False
給予,261,both,2,False,False,False,False,False
人氣,260,both,2,False,False,False,False,False
染,260,both,1,True,False,False,False,False
薰衣草,260,both,3,False,False,False,False,False
油水,260,both,2,False,False,False,False,False
變形,259,both,2,False,False,False,False,False
共,259,both,1,True,False,False,False,False
豐盈,259,both,2,False,False,False,False,False
平行,259,both,2,False,False,False,False,False
