ShopMemberId,NAPL_1,NAPL_2,NAPL_3
8NQqOnEBCDEhsPGoHt/b6Iv4gEm9dOlbdisUaTdZueQ=,R,N,A
5i4rhX+/M1mzOvCsvRp7T7NhMdfFJsqsqJLZMBoGtLM=,R,R,A
sp72QXQ6xhI04m04YXj3X3RD+THrGDg9wURHIjPm2W8=,R,R,A
GKXAYJOAaPzPAPwMOTy6/RwChvg8rVsiW+hIuXlMnBo=,A,A,A
3Zvpcz3XpozYozl1t5n1ALcMi+bxnWVWo7QAlVDZwEA=,P,P,A
ivCNir1VJFuz2racqeVZcbUPyfi2qLPMGH8uBCfO2Rc=,R,R,A
z9w1yo/4gDj2SWki9zFVeNIgGBs86wrBuyvDUoHXmb0=,R,R,A
0AhMkl+rwEpjlKa+WcJ6lUD0WfscjvfZZdxkcZe+Ab8=,S,S,A
EdN8irg288O9cJrDaXwJCCwZbPEKQezAbraDJhlfffY=,A,A,A
PFJ9vJxBlF1M0GYWkhFMfoXrTZU9w0ro2XueUiwQopo=,R,R,A
3ttbQBu332dE+JIi8Kmry5XuUBR7JyX3OWajIie6cIM=,R,R,A
fX80UpFEbo0f676kZStlXrBEAqgeUn5c5Hwikw3ex0I=,R,R,A
8kEsV2JCVZ34alfj2zitIf1AKwoTx/ymLPbYRFGL7NM=,R,R,A
pjNhjeBE9chVEa+y1q/vEGtxnnkbNFHV3sd/Z8P/GWk=,R,R,A
MOr1zNiv0XjCNBx62QnXkuCViQFqh1A4dGat8jCbu4E=,R,L,A
BTjdReOCaIzQGAcT8C8NtIW7PemzxkylvtCvDaOLbmc=,P,S,A
RnmU+6H405gsmXyyIx37EkEzHgvzMy4tjm8Z6yjNVoY=,S,S,A
kjJo1OqLDx0CDn9MSTX7BS96+pd3OtjTHaln01FfB9w=,P,S,A
Mz6gZExVntRhJHAB+l+I+GSpAhn3NxmpRGCNAZzxH4Q=,R,R,A
0OS8TuBoDqrmVhgt8BsP9QITQKn0DHwidN3SFfIDGkc=,P,P,A
IzOz8a/N3U7P1Mbw1sH/khM3d2zGI828cUtYh3fNH+g=,R,R,A
IIBOslrtSUbQ+kG8gyjBUB092TM1ke/tPLDZImBwRzg=,R,R,A
6qxWCRfQccpoBAuiI04E5YNSyBRy9LEAb5HfznfJJYk=,R,R,A
DEZ+OPdBczf1Low1V94vdS/dyej1KXOIJnLwxqbgIQg=,R,R,A
jCntmrcj9pMUntieyAXGybtmR0uT1dw/Pf/r+8KOMuU=,R,R,A
aiI3poTV9IaS4Oue+MWVwWnRjsRzBVfQYXBP2Wu4Ksw=,P,S,A
k/fpDYdDYaOHH0Y97OZMhmyz8vW+PFw0OPKk7XJ9UAk=,R,R,A
o7oEw5vjiyWWgTppwxk2vw4Ou5Yb4e6cTT5DtGybulM=,P,P,A
933djZK++DRQjbS1m6ML4OceLWzMjiEnJxRlWvHyj5U=,A,P,A
PaaupZMVcgjPFZ4b2+Tc9mwYIRZhL3fQ9TMjberDLSw=,A,A,A
JNPNC8rqVrZH1fn6gIW97P/3g7rKh1kvBc8491yRKVo=,A,P,A
UMAamLsBtC2vx9TAv7K9b74001N/qCb7LDJX2rkaCgA=,L,S,A
TSWJTeq+K7UBgLVEQUFMTxkkPvGNXxrTqbtcqJvIdrU=,S,S,A
zO6wMPMLJEE8iKXugNBJtQbgphciQxK3AjNuD9EBYp0=,L,S,A
PpgnOnMf+1NAEvcR9ySJ4wr1JV09wqAClxh+yRHF++c=,A,S,A
Jo4w4ZsNmkh45dFcShmLN9ARY6g9iqRsaqpDlKeulv8=,R,R,A
JiHyQ6WZnwCtZAvjYZE4lwd8cp2daoQnTD5yDBEbVQg=,R,R,A
crOlDGivQtAXSwSOXhXblpPRtaZnlXuEgQIOKuq8lRo=,S,S,A
XkgwJX0s9Y8ZwE2dQ0nn0T9m8XMhZ1xLClxCo69rYYA=,R,R,A
gD0T6A8dcOhnJTt2w39t9jjanAmo/kARGVmi02ERFBM=,R,R,A
lIqO6SQuCVvbwTQcbwmdfMDQ8ubOZOQUd4UFzZJXsoM=,P,S,A
dt8tl4u2L07gLW9Hy6de9GezFxwKiYssA84k+BmNFgc=,R,R,A
11TzlV7DUBwHAZ//XI4Z1eVp7PYTEotXu7MSvIdlOr0=,A,P,A
JcKorISOs02va9jj2KIBSK0LbuQPQQ7BPHJigT8Kaq0=,R,R,A
+txuwenqgcQ570l+tBzROriskHhxcvCESzTPh/PTTkI=,R,N,A
xI9XwNQod63n8c/7NofE2wtzQo2CWF2BuWNt4NXBLVo=,A,P,A
wbKLrkeHYDVlSFRUGoahqdTeWMKq3jEgWU3m+wOCRtg=,P,P,A
L4/Yf1r78GDAJgnr+vG0qk7IGvYF3GXjhfpMdE7SqeE=,R,R,A
tUiglEhxC1GZcOkEGBKPcZ0LRV9caXfdiWJYI06MtYM=,A,S,A
TFvnTOeqyMwIAPc78yFB1nSD0z3rqGkueMVMkLtwFIg=,S,S,A
MDEk0baqEQQ+kj81QxQoB2bfIfMUicwxxBySv3P0t9g=,R,N,A
hsp4v+bWl16UH+IJKWN1BZrj9pG44a6ur84GET0lF70=,R,R,A
VhhFQZBv4NOHXUPEFQIHvMFY1Cvg66EKgmXACnwvvjY=,R,R,A
R4mG2xnQskDC0E46BxKe+dfkSdoXa39CRbSNDCbHAts=,R,R,A
BoSJ0/c6/KYSykrC1g8BTY+KmsmvONuplKpZBmHYZC8=,R,R,A
4uIylGO8O91s7Wmfr0B0XseOzPi5Pmn2zgxZK2VqT7w=,R,R,A
U6kBXQCnAJJ+E+74Ns3O9YWvWbQkdvzou9k/1O0GgWc=,R,R,A
OlBwTo/1rpcJ3bmXPzoqE5tzZuAbJL3dW3+km9p4DzA=,R,R,A
PPEZW4kKQ3nNrGhe6jltJdXjG/l5/aNnIws/8v3wQUc=,P,A,A
90p1IXBRafBZ6P76FoIfcXsRh2HYPUOND72jFPXwcrg=,L,S,A
ZmpthqKE4h/e90mHHF3xo7Azpg0kD01Z8gah3vsHpYg=,R,R,A
IGJpShouBNR6MQK5Kw8wxiLRnuMp6ta2TO7BTmeNgO8=,R,R,A
+XPpzI/96EFMgMiPa2Q8UNhmQw7E9qJrzulnKc1vWlY=,R,R,A
9wZoQXk69ACtq4qD3Df4hUO0IeDVE4sPZMpJhuASut4=,R,R,A
z80WG6uq/DDhbtBJWF66vvS+peu2NzUa6jKRa633TQc=,A,S,A
Ofpy9I8leQIiQnc6DJoyTOYvh85/xNfkp1XiEcgNJ+o=,R,R,A
rcgAxmq2P6HI7/HbFLrB+gym3OgzJBOF6l8bFadN21E=,A,P,A
aGepU5BmNoz3dZ2yjcz4fI0WyIWkKvx9yiY4zDFVZGs=,R,A,A
AzoAZWb7Imum7wOeNsQ+K8nlSxMx3E3O9ifOJQGKkGE=,P,P,A
g7EaIuyw+NcuFNgzNkyKG7q8vtH5rm6k+na+Ouc+7ZM=,L,A,A
1Vqm/QyFGN3Jb0iUBEbfdzxSjp5ubXx0vHHYe1uha3o=,A,P,A
7NyHK0Waf3llzYQNbBH47vKviCekb9XH5jkTOB37UII=,R,R,A
mhUj7KI+9VnxYEe25R+mgjhZcAV68v/WJ9IqSt3iDds=,R,L,A
tw2t4nzEvab93m6wkjin8GfUqxfALbgyx8DL/kEegLw=,R,R,A
ngBoPjdb2Pagy0ebQI6tR5L9QvvTZi+DtOHN17jHG/Y=,R,R,A
ApT6r7hi/4VFjZgeRO643vfup4RgobTHJhnTaVnYGSg=,R,R,A
jhsiKNtqjFA/JO3E7i4vSuAYrnE+5pH0rwr1XJQVd0U=,R,R,A
lx/XJMaK9Vuf3A/6qldCOBnawJAdGwIT30KzZD/fm0U=,P,A,A
+ZTEebB9FN4Jk5XKqKaLP/LMcXDGaSXcv4WfsuDEEH0=,A,S,A
pEEahtAv/mn77VHy509Lq0cgrouwM04xvsGmafygoxs=,P,S,A
qX6ssUbEXaWOmFnlw4hnOVaE0kElxqu2jkAxdatgC3E=,P,S,A
9VAL5PMrDKeJzGwmHZweTusLObruyZAPNIaEdkHk4vo=,R,R,A
maox/G20SbZyu5g3JB4TYf43Xy347F8sDafzyapTIeI=,R,R,A
8S2jiYKR27S5Xt2R3HXt5DNjb10VfQFEsEEVLvUVnOg=,R,R,A
A3wRz0SrzwKWZekP7NOI11iYVtG04cOy7ukVbiAS4lk=,R,R,A
uuYtIYcS0X7YC8UN+EUvV2PNdDT1S6FzkoCe7+YQgGw=,A,S,A
RnmU+6H405gsmXyyIx37EiUru+8UTR92RfRrXKB11Q8=,P,P,A
zpaxYIiQ9ErsZOHzLGIx5VL+BZu1mviv4K8Oc/4Ioi8=,R,R,A
qFFW1EzWrJwFzAJh07kfRAeyko0tG2mEhe0OE+E5Ixs=,R,R,A
1N28LK/WVg8wHn5sJNLfbNCovKZD2qJke28/UmsguxY=,P,P,A
scI8eBP/Z+gfgRu3Ocked4woDrHCF3wDmHjJ3jtjqRo=,A,A,A
/6xjhMGbXdkXLWqcvscJEt4roTk5QOKx4WrJp88D0JA=,P,A,A
np44wzMi9yuVNf5xIvA3cBR+NhPFg8GksV5Uv0GU8x0=,R,R,A
sRyMYylu+p8XaMoW18JFxS8OwiIf9xBN+8xhOxuTgEQ=,P,S,A
4e0xWqa1aOal17ktusu1XGIbQKlnTlh8ewX/sdJR0IE=,R,S,A
cK/6CKepjGfH73ICpzjxkLiPvqHKEfpfbTMiknXwXcY=,R,R,A
W9PgeobDcce72fCrDIgN1pfztFVEl1wcShQwjgvK+c4=,R,R,A
3+b0N0fhhMjVa0eT155TAaQDD+ROJciUM7DAqtTfyEs=,P,A,A
xj3/L/hjkuPl/+SmmpoZR1ljUXAU2Uv4lwPbK+nVYVc=,R,R,A
9YPX4idp9iBc1plSX6PeffkBWZapR/n0sBRKi7T/8OU=,R,R,A
AeIZePDPjPja/+tkSGhhQu4+gaIFqu4K7etZ3QGl+nY=,R,N,A
quBkUgVooqBSpJO0bUTIVxgNYvOlbvd1g8l6qDPH+Lg=,R,S,A
0AhMkl+rwEpjlKa+WcJ6lUcPo6VkEr/KFpJvjejdEnw=,R,R,A
KcnsLeOb0SvcSZcjy9vIFVqxL3xP5SDKZ5AhA6XAo1c=,R,R,A
RVEZ+Dq6/NMmCq9uxyzfU+oOxR5g6IAREagr0N5MQgs=,P,S,A
vvdK1MmQJjj/891Ri0mSBQ8E5MipYJTy2kMwXr9WTkE=,R,R,A
PaaupZMVcgjPFZ4b2+Tc9gVcotCu6qjgG0nqIHPoOjc=,A,A,A
Od0W/DZOu8iq2leuon1jiPAnAOg0AqD07UkF+KNbwLc=,R,R,A
9yQ5f8hD7L925BXUjfuDdvpOblWqzBhjEg4FJZ55Q9c=,L,S,A
p3ZCAl6+vnpwfOKah0Q4SxtT+76aB461ZPw00oBKp3Q=,R,R,A
R3kZ3u3XnODY1MJ8c9EY7qxzinym6a8TCYxFrUsTmpI=,N,S,A
YkHxpQr3HCxfsaJxkPURbNW4C3lcoBLeiC7m4sXmFZI=,R,R,A
LI8jkyxX/7tpPh062CUTmrnYqGNtbyWok12yUa7mGtg=,R,R,A
7UpHkiK0wm2qSvR84wz5BETDz0t2Ak5R0ZTxgpBXHhA=,P,S,A
DtLS+svm1G3oDZo67VmjwPKRT3stviWWy3RrxEJbyyw=,P,P,A
6dv9Fcn4PpkdzjQU01LG/GmWb5jejtjhyn4jfslENqI=,R,R,A
Ec41rRKW3rvEIWkNPA7sgJuo9z441z77lm/waRKxbJ4=,R,R,A
7yM/ENBcz+6Z0amcfVu9Sim3/2eMezf+e1KMRxdrGqI=,R,R,A
mTYGuJnmba77rrneiJPl5N47RHNevPynGNM/ZxtQH8g=,R,R,A
oIJ8S2/j7tHbKjL1mcNHDkxtCe2dZ10piXwPY4Pgj60=,R,R,A
/vD8G5fc3h8agcBxJ2BCrP72xNgGwpCICXqWcNU2tyY=,R,R,A
Eo+JpXM3tk/TiTIn4jE4TYK2thHFo0t3+8J8Sl8RdlA=,R,L,A
PJSrMMWHciLzG9sx2fsT4bqk8exwE39/4nmSN/eB2KU=,R,R,A
SqKm68l5IySW+9pm7pkGxjC8K+A/ajYC2n1m4/DdxoU=,P,S,A
Wkxv22XfSlfOqbgLs3x96PYYOhKJP4/p2Usexkr/VJ4=,R,R,A
PMbOqP+sP+bXb14ZIrBiikuPycD1LeySpQhBlrlef50=,R,R,A
l6WoJnOEyvRwcWboV2QhJFIJQRbGVk8jDnsqdP1MYTE=,A,A,A
rR6iz/u9UBNIhjV8YxBUh4rBpBoUDgLYsp//zxxg8rQ=,R,R,A
sYCBrSpdPMYoVW01WS1vkcfHnLOLdpSlZ1Q8JXgZ1Z8=,R,R,A
3YnBfRfFuBYpK9Ocp3wV8M3SOptA5RWPg1nP1qpKNik=,R,R,A
PLRdLejvVgfggYI9pOvULTbwEF6xBy4yB9/FZtiefbc=,L,S,A
aiI3poTV9IaS4Oue+MWVwbhE+XPhzIDsNm5JhW7i6Uw=,R,L,A
leM7cf4vjOyXizuhdlvDY2LRNbYKf+MVlqqmAZemKWo=,R,R,A
+QPPJ1od6BVa5oz2wsU8j2PNGsFTVDY2cNdl+9xpWAE=,R,R,A
R2jWO26S5XUgLx820mCoKc9PE2d8jeG4XLkxzLHBLZU=,R,R,A
QyttGYYtLk/FylZqd00jM3kH6sBb7ECepA88arL3cns=,R,R,A
TxwnSNCjj6p/rl0rMOhLCB+OPSOBYZ2RzvYobiiAy80=,P,S,A
Gt3t1ubPayrtQqbh2rLuRQtuyrlWcXXYXx7Blx6fiv4=,R,R,A
9ouDNYAp1xAYPalo0HweNfngNjV4l/UvKGPsAhl31hg=,R,R,A
fsOkz1gfYXfmd4+6x8I2o3vLhdvv7a3zSfmbRGvBdvg=,R,R,A
EFNDuh4UYwXPkS7dsiT2wcLE00jnYy8unPUSwA629Vo=,R,R,A
YW8q4/R1RBdyHejVG+g985iG3msCoMeEEG9VzdyT8i8=,A,P,A
YW8q4/R1RBdyHejVG+g98xx6xPXXAqMXdv6P1aNQyoU=,A,A,A
Qw/N00Ms0DK2nHtpImDtk1g4PBAlshB+3UcvlgDwAgI=,R,R,A
TnxbTn8VCIVheN1Clt4tawPIwazUQ5+AI4Vtt5mwnpw=,R,R,A
3S+FC6OLBEJ4We73FK7RlBay22WAR9bKBJhW/jkjMFQ=,R,R,A
KcxLj27m4+Ldhes55ZUWoAgZI1zYcal8TEWv+4iUPr0=,A,A,A
XfZ6VrmbE7MAeFs2u+wLoKLSeWFkftHlZbAfEQ13juU=,L,S,A
dBaM4Vd7vWThDkWz0YVyAIKb3trc59hiCjrtPvEYtEM=,R,R,A
OhW5rlipUwInCEDc5OCFAXIvUw3zFksR+1PtkqMAGXs=,R,R,A
ffRz5bd7Nkrgiqo4zwGhmUN7BeMCD2Q+4O1rjNCFoOw=,R,R,A
nisNuymLvaT/WINQImH6f5P8AvkbQPBn1Vpkd1fTjHc=,R,R,A
3MtGkWpkkDCy68J4uQQhc//MeWVfzDDk/ttLM2b3xlA=,R,R,A
8ivQyLFzguBRyBCQomJgiAiIMrvVTdLf8riTYmFp7rU=,R,R,A
18c9p3LsI5qi4SqNvRyA5vATq0Kp1KjdhIXN6iKTJsg=,L,S,A
SbhD4vZQXLtte+QwyRciviurPEz7Y1IuAt1KfzTIU0Y=,A,S,A
RAZVu7O4Qpnuk/nDkExni5Vz5IOuFEdP5QcbplFI7lg=,R,P,A
WNkzHLzYZplMdXoRdBKGxodOpnw3wCRxJ95Qgi4oYTU=,R,R,A
mxhIVnmQYTVY9Zqi4YNdei9Pn6fjKfH51IGJsMYErq0=,P,A,A
/6xjhMGbXdkXLWqcvscJEl/O5OoMiP2VQ5LoO1F4q50=,A,A,A
6GK+Hpu5il9pEvjdak6yRf5TJRsX9bHnr2pZKtc/UBI=,R,R,A
EoGDY1fpaRWScehMqthiuKbVh7QwW9/kEOy9KYOATQU=,R,R,A
KhrFZWMThzuuLBs0ZiChT4LKJH2+BzcaoBRSzut1+gg=,R,R,A
76+qyVlCOnvRnBWiRanWKC5iC07BIzPNvFFMBmPzWbs=,N,S,A
MvgkQIBTV065Tln0rmqUmc/h9Mk33bJrOICHIm6eIhc=,P,P,A
7VdD7/LmnrkXq8q/vzy79CUXL6RPgA/J4J7ThDjFONg=,L,P,A
uqrVA7Tk/honUjKSBudnP/SB9Cw87gNRtWw1NKPT3xw=,P,A,A
yfeknEdPGpL9I+xoYENDRmYWMvbL3a6RH/faGB+oBdA=,A,P,A
+OJtVKPXJz+v0WWTthSipP2sBprvDNRr0eQyTJT3WYw=,R,R,A
jGMvsRAx/v5LqkmeC9JxDBwyMUHWkaahtLw2bXN+1aQ=,R,R,A
IbYW63aVyK/V5giOo1g1eXqh/tbPce05/cL46lpPkp4=,R,R,A
hsp4v+bWl16UH+IJKWN1Bfe97BamWFamH46UBv4fvFE=,S,P,A
WZBgieyM652vqyxlegshoKjVMWp1gKGJVVK8IS+r8tk=,R,R,A
hkgVN+IRLy3eDDqUvszPDTWMgq3OgLe5tztWoWj/fBU=,P,S,A
Vy52RNEJmVRmWkYvGAhnT++c88tc4TZqKWW29Bhmt5s=,R,R,A
+vX3HcOClXc4zKiJnAquo7WvxilKE8RuX8y8HG60EGw=,R,P,A
2Wnm02KdT+QaIBVHxsjjd4ol109+j/EY7PQ3ktxPxjE=,P,A,A
SbhD4vZQXLtte+QwyRcivnWEPzx/y4z1OXPKsjKiZ/U=,N,P,A
6ykUtmJ/lL8fzrwi5RyWLYwve1jxiVNzRk/yKDM/FdU=,R,R,A
4YwR4qG5/IZGmIP++iauUILDlRKZzVZs68PxnL0ulUU=,L,A,A
nx/kkFVy2maVFFYKCo+PDtoX0C4dplOWr8KaRJa2Ndg=,R,R,A
qZ0+cBEnUqWnBx9oz99RKtnQyW5ksDyCxL6CHw4EF4s=,A,A,A
lcKReXcKEP/zcnLmO2a/ldM495f8OFweExjw52iv7RU=,R,L,A
EnMMmFJMXsyvvbsWUlNm9W7TzhARIL+RGWFa0yYG76k=,S,P,A
2V4yAKrzooiX/UbqOTlDPcHNIYir5TTDh35AuWMcKnY=,P,S,A
xI9XwNQod63n8c/7NofE2yQMt3awpZcblG19d8miEBo=,N,S,A
rAsQeFR0SmOe8vemHEzNpIbnd2mwsqskD91EYSzdB48=,R,R,A
To5ZDBd+VgPP3npss0vN1vAAa5qIwbSXxnQPzet4VsM=,R,R,A
ijKHBIh/X7SQy3sKbyW6zyDLlwKbRH6hmtoHhWpKVIY=,A,P,A
5gVWl+PPvbG8pM4gtk/c7NrpsJdViaCgIzYlE8ylAx0=,S,S,A
0dn7pl3U28MjybGlZ6p67qho8yMdRs1nkgEb+akdKjs=,R,R,A
MK99ask93V8JoV1ipihTSqHAn3TgTuWdY2vzPYWdAQk=,A,A,A
HbZfKEHdBNcl6pvOgYAcjnAaNOfqUXcGgmpmZ2HHWwc=,R,R,A
HfUXW66gMqRR35ZSauTiwfuOkjGThlfIgvkvVI+QTBQ=,N,P,A
yxQW5TyOZTuKzA5a+JCrq/SbKnrBbywSco8rLGNp5cc=,R,R,A
aHtgebKoiK62Qi+/7N0bu2mSWaS3dMzbDpxeOhg+OjY=,R,R,A
5sQvHLDKrkEXK7yztKbA621r93foGhbhbQvO2lt4jY4=,R,R,A
93Fsg/IETGGlU2S/FjHRvCEBzGSNe8VaGxtMCdKa/XE=,P,S,A
bCvA6vovxsGxlIVR1KhqIe2nOsWa4uFJe7o0hSPPs7k=,A,S,A
MqK18JqdQ/yksLwxo4MEGKNT7b41tzut5SrvXb4bQ+w=,P,A,A
TisggK99g9VoSBNxuQC3dkw4TFkZkxVXmkUfKZSfNG0=,R,R,A
4cKX8woQXXARYpMHI/xYUxBQ2JyQSDDBiNm+dx++cKM=,A,A,A
bZ+9H6N1vlKbPjOcooCbf0ecwUEfUo0oHXjzTDo4aMQ=,R,R,A
CvLJWV0ZmoH2O+I+gD9GHEHoqb6VP5BQbOsVmq+kktY=,A,P,A
B/f+e5FahlRdaRZghZ3az+owxpgVf5mbs/sXFk18kMU=,R,R,A
Z6MVHeAT6BDjTOEv/kbtWPj0qiMRLh07fK0+hs8VFxc=,L,S,A
WoN1Py1xkYskLRw8uB0uhoEFvMLt6kDAESBIakInGLE=,P,S,A
2OYGPYlYUtPt0GfqELhn6mIb6He2W6ZuhqqGkOHFaLo=,L,N,A
wWs1nROFZPd19E648KqgwssUDHqjf6uxY8Cfj2CWj44=,R,R,A
V/UPs4GWGvqEhwosKuIUKJt4/uOXPF4nBjTZagpOnnE=,R,R,A
9wMRI8sUbmidxhqR17P3herXbsGOnL03F7twnLrxT8c=,R,R,A
LFV0iER+zTmHtmJArJVBJ3nko6M9ZgxHgSJnO2SHrPs=,R,R,A
4inhIkloQe880qTABdiK6QwkP7Ge8j+t/kt8f/rtJ/8=,R,R,A
v07t/M1x9JjgcIELjNq4NjhYjD6KUMhznrFHdt/Aj3U=,R,L,A
wBsnYG8w3d5FIS58EwDKWeNbqFbiSApSMVNAE08+tZk=,R,R,A
SG9ZdZOvicDNLJ+uNwwSzYt9jGyEsmaXv4KLl0JUo2E=,R,L,A
SwBnabNqhmS6zSM9IoTFJCzV1roDjzN+d+D8lMtu9Po=,R,R,A
bAVL5uam/tfnTXVJhWj4E3E99/WQ+gXdhmDt1XW54BA=,N,S,A
o2su+baWCPRXgLOdbozG6QmW8ZlLvW+UOtBabqTxGzQ=,R,R,A
PaaupZMVcgjPFZ4b2+Tc9jf2Sy2zpe5K19yYp9065pk=,A,A,A
ZfSm4q+6ThdPxjnSGi0QVN2gh8psDnYRviQ8eXYwPoI=,N,A,A
lxQtoeIU7w0SV1UI8CSOid8XdNcTEBZhGBpcScP2YFI=,P,A,A
29w9S2PfPpeIvISGb61CQHD19/70afxnemcHnP2733c=,S,S,A
IFmYQX53hr9UXESYCalMYgHupPMEC7gxBM4LINImDtQ=,R,R,A
3+b0N0fhhMjVa0eT155TATyFav5PDD9HB+G71jmLX1M=,P,P,A
XVOfJ4YQghw4E8IPGicM6mQbRghPjFDryQC1M0Jv5Oc=,S,S,A
rMspqhHnwRuzwn+aOrItiwagZI/gV3TTY+GCGxaK23A=,P,P,A
4ixxpygz02xZTw6TtQ2A8L6VIeO9qey1QIim+ON2BVk=,R,R,A
Nc0nYFB2HXszwsom9yBF84m1AnRlLAuytFdH6SyIj/o=,R,R,A
JS6DrByvPtE9gFH9nLDTUDNekZfl1jHHr/yyiJGwSoY=,R,R,A
53MyhTPpIGjPY66mdo26HVDW8oN4Gu9T/ZH0OvVTEzA=,R,R,A
uX0WKe/Y5gOQbxoTt5HxPF9r0yzjzkn+crQW5R2mJM4=,R,R,A
hHBKt8gEiNTxwRN0v4nGkuWQuOH84Y94/7bhpG9gBXQ=,R,R,A
+l5Te/1g7k4h9AznLMjJ9iqpZbj66XuOLDaKmeVd+a0=,R,R,A
AuFNsHEsv8T7D+ODKZoaQ0u1UK4XaMvBsJbcVufmn6M=,L,S,A
UpnsF8P4cDW32uX46oEqpdkbM1JZBi+gKZr3I1HbsG8=,R,R,A
Any8BrPyGdg8GasxCuMOWT28H/emjc54iJaU9RLGTqE=,R,R,A
va01rhenanZkWAI0fvkmuTkuvJD3LFsrGe7QUO6Y4w8=,R,R,A
og3+ahVnMkmzSpYBxrlbHqpBlyrCQ0gDjW8kT/FdwQY=,R,R,A
XkJwS0kZOD4Ia61QWpdOkhjH2XqKN7F7UPuBJcl9ucg=,R,R,A
Wy/0c6FpDlJLt1nlDBM/d9P3tCLjc549GGKyoknfx8I=,R,R,A
sfDzF2A/V9e0YE8jSHRP9v7/jKl4+cervxLSf5Kc2BA=,P,S,A
wuJlxSHETuDX0oK69K2kILzCpRvSdRqozL1aqqp32b4=,L,N,A
uYSPQJWZjQ6/3MI59p6KhfAM8MAEU/ZX7JUtJh1rgrQ=,R,R,A
Lii/1WLtzxkCwhLJJ1Olr2jsMskR0d6p43dLE58hDe0=,R,R,A
fa48+38tZx0wfWCDDs6eOOWtv0ab268Z+6xLL1Zgq4g=,R,R,A
TSCBcE8ULs/YWF8xXMpDJ89JlJEz23o696dJ6kw3ir0=,R,R,A
g2Du1JTMTgEgvJQRbEEEQkjWu6tfrUPRBRi38OokwM4=,P,S,A
ky5h92nuGKAd/GvA8Zgt/AtX+AU2aTnL+FO4UlynfuY=,P,P,A
9ut4T2i4FbF/ccMCXYoL5qqfEa/nmxPgXzr7NDOkH2A=,R,L,A
WRy4jrS8JIRXqYXZdybGv59u472vkD1koGesab9RErQ=,A,P,A
AuFNsHEsv8T7D+ODKZoaQ3BzsQjW2MQ1BQzhVEalVyY=,R,L,A
uQISvwtT5sI+MNEd7HJhkPxn8La4hdYQVpJOykSidos=,R,R,A
Vsn+iEHzNmSeYCE6+mZSTtAdILfCjevdG0bK2KIeBMY=,R,R,A
2x/hnmzIkY2qkIGY7LJUdlHJo4BAW+kuU25g9STNVO4=,S,S,A
zsEiRZ3SmnAZdax3SFcreBfZf/27qmCkb1x780Y6xyY=,L,S,A
mG0F+KtRAXPvpV7GlPmFDBvl+NjZVpDD8g9TjWaCGvk=,R,R,A
dNvkENU/nFJcDgdBnA95hbxjm/16wgbOTurCYI9jge8=,R,L,A
i5uVOLyOqumSvzc7PwlvLha2IVdcICeE2JGu6vUdLB0=,R,R,A
/zgG5NHpLMqLuTTRpFmMqb+/YkGDZ7Bl/+x7Wunf8GQ=,L,S,A
U2rXTJtfBz9Xnva6Rv7FUUa1bZeUdOGVCdHPLDTveRE=,R,R,A
ekL/PFwpjr7or8fMHO2XjfupbsT3sAakGrsuzMAIKME=,R,R,A
a4fpMzWx9Kvvu7cOBsnOkWiLQ3k3Gjhx4nL5MmzsqKA=,A,S,A
ASNoQCDOCxmxHvhHItPJREliSu7Rdb4JNexfNhXzA8U=,P,P,A
mhUj7KI+9VnxYEe25R+mgmofar8dqu9ky0IBmCpkOKE=,L,P,A
lj74XzehmexuawxN4DMYKkBw/rKqrSefGHoKZ/6ktBY=,R,R,A
LcDDpg0SX7QTxbTushObC/0lD88LCHz81xgb3dmzbY0=,R,R,A
Ax2kuFju0t123w8gmNev84kXwhAkGA/De8SrcpRFB3s=,L,S,A
VHSQfgRnIXrE1RJLMrJkLB4o6u3GH3D7mW+OCo68WAs=,R,R,A
GMOFwnDkSaw6/VejI1B4vkUjEZUoM4034o88lfyo4hg=,S,S,A
KYa8UMRO2vCcQmb9lbhSOfagup4RoDK5CehJZnSLUC0=,R,P,A
sx1qN2AME+a2qlkqjcNCgLcqfWME4oYludPAwlq7+f8=,R,R,A
55gxM6WJ7hlyjCKnRNycKjbiEqleHpEymJgeiSAZVEo=,A,A,A
jh6r7t5LhK4Pnrzs5iT0RiN/rZ7mSPHDwa8IGNG1HHA=,L,L,A
9Pc9uw/laiPW4CE6ml4WnxDplVwAzLWFX3shiyyWlt4=,R,L,A
8VVgLm67K4FhiMmqs3poNc8jWc1I46bnMEP56gHZz3k=,R,L,A
kEclASvVa/8dxXlM69tceqTnlkgRtZ2imNkAsSKEeVQ=,R,S,A
i/0lSY2ROFm6zMNHsp98tQV/9Srz7B5E/kioI9Li5qE=,R,R,A
QJd3xCTFg/kAmRSSjqc+tcGmFl67gLgcF7/vAeGRCJE=,R,R,A
G/qSss5K7b4of0Vk23CqrPQNfklBugaRZX4Xz2q8QtY=,R,R,A
AbMhSg/byAYP4Q/iq606F7Iah+/9qP8dtaHYawH2nmM=,R,R,A
c0DLvUbzdB6W/XcQKfIGXtan/estUTtuce5//VV6VFU=,R,R,A
To25mbPpUQXQ0qISwrh7sycBzjNh0O1Nqy6W0LIrcRA=,L,S,A
rk1k1VCwQQ5zZB3DNrPx40wxD7b2CTeZOI0pcdeSKn8=,A,S,A
DMyySeCTzWE/s3n5ztPwAP42HYMkIMP3N/rkVEt7178=,R,R,A
